0.000000000000000000e+00,8.519481422284856942e-01,2.070554328665403232e-01,7.082607562571319182e-01,2.714377839528849812e-01
1.000000000000000000e+00,7.144908252287737183e-01,6.338582384686707316e-01,1.690419712307855704e-01,2.763207335346741858e-02
2.000000000000000000e+00,4.751031524373672266e-01,1.462459271870870381e-01,1.218615463634849932e-02,1.563150120664905385e-01
3.000000000000000000e+00,3.345986717866372140e-01,1.528996353173130429e-01,5.225181800871144810e-01,2.754675687370501391e-01
4.000000000000000000e+00,7.074746871020082262e-01,6.846669473191185906e-02,3.312844950112335818e-01,4.085154561198734435e-01
5.000000000000000000e+00,4.482755859507101537e-01,2.128669000016792101e-01,1.763293708235764423e-01,4.861766239944784740e-01
6.000000000000000000e+00,5.933622114244168078e-01,7.037589625220297407e-02,2.199218703825175925e-01,2.351206711978583719e-01
7.000000000000000000e+00,7.424508969797551927e-01,3.530423325153130287e-01,3.156753989535642790e-01,5.401689724279670202e-01
8.000000000000000000e+00,8.848579918210696116e-01,7.254015221344760345e-02,7.380480250707677214e-01,2.200697930241288930e-02
9.000000000000000000e+00,7.909782595558058071e-01,3.440983055142773916e-02,1.391394883658744752e-01,3.757950197973514150e-02
1.000000000000000000e+01,7.567359878371711090e-01,1.448894930704835993e-02,6.918652566385676828e-01,6.384414042185737603e-02
1.100000000000000000e+01,9.653594901984008381e-01,4.475154865667080872e-01,8.773402564418298910e-01,2.907708721013714803e-01
1.200000000000000000e+01,8.673906109567605105e-01,2.961318248744648773e-01,9.898099949554817201e-03,4.907315154573619886e-01
1.300000000000000000e+01,6.348251236792448737e-02,7.631186331227139963e-01,2.204420752729507882e-02,5.809480936470533541e-01
1.400000000000000000e+01,9.806587623241947993e-01,9.107899275220288082e-02,6.102596542845495353e-01,3.890023414555383585e-01
1.500000000000000000e+01,8.900044703206264618e-01,5.624243274067026732e-01,7.458557613291818544e-01,4.136780368076592440e-01
1.600000000000000000e+01,8.893000938899260355e-01,3.505363871289199906e-01,1.109102087362923150e-02,6.788335000366089167e-01
1.700000000000000000e+01,9.653124217588101574e-01,7.819414811746900895e-01,9.235002338670595945e-01,7.820616471025707561e-01
1.800000000000000000e+01,8.135109790291471521e-01,5.863676241675180867e-01,6.446142895225825953e-03,8.931504326092434276e-01
1.900000000000000000e+01,7.505419130754379387e-01,1.224561673226663705e-01,4.770790536482771849e-01,3.379088317041587519e-01
2.000000000000000000e+01,4.342108057166229607e-01,1.488625178677300265e-01,6.627331775760925137e-01,4.927678422377686496e-01
2.100000000000000000e+01,9.523324283315750538e-01,4.787027759928135229e-01,5.578743609405401038e-01,4.324807799416802712e-01
2.200000000000000000e+01,9.671231859372343698e-02,6.767302354889315197e-01,8.398943770646771084e-04,5.343303508937747859e-01
2.300000000000000000e+01,6.439428158861113527e-01,2.816394880909800502e-02,3.740527679397498972e-01,2.182798269035000904e-01
2.400000000000000000e+01,8.450485759435126809e-01,5.803654694041837647e-02,6.299021594334175411e-01,4.276673732574687303e-02
2.500000000000000000e+01,9.034893812313246064e-01,3.712316454035808483e-02,2.682884456300491105e-01,9.159381553629687700e-02
2.600000000000000000e+01,9.135445519955095461e-01,6.392411435231374339e-01,6.179810436947541508e-01,4.435881329602722190e-01
2.700000000000000000e+01,4.814536232837471341e-01,1.442307207368452304e-01,7.511257460076549153e-01,3.680258512007054117e-01
2.800000000000000000e+01,8.066569529660166937e-01,2.101428191110597810e-01,4.953547932253163366e-01,3.430322125777257591e-01
2.900000000000000000e+01,1.820629937374131924e-01,9.460133476769421179e-01,9.419379738881572539e-01,1.876884089207636885e-01
