0.000000000000000000e+00,4.073071175941115341e-01,6.924848820808581218e-01,6.423081846699950637e-01,4.582935425246453809e-01
1.000000000000000000e+00,2.462211758824393026e-01,4.533151261136147969e-01,1.848177564099722503e-01,2.083089951272202034e-01
2.000000000000000000e+00,3.597460109922044347e-01,8.542185219410765029e-01,1.982786688487685189e-01,7.746947477225311074e-01
3.000000000000000000e+00,9.010878243293960477e-01,5.648848094995423397e-01,3.678456434579833179e-01,4.278964037308380375e-01
4.000000000000000000e+00,4.164967353216685320e-01,4.705606833451973503e-01,9.738794774446113411e-02,4.574716696864153387e-01
5.000000000000000000e+00,3.001202829663440763e-01,9.382092837888322823e-01,7.303176070906991502e-02,1.410144609214618594e-01
6.000000000000000000e+00,5.830964516863833547e-01,1.349384740450754461e-01,1.312192586997040777e-02,5.386280787502374379e-01
7.000000000000000000e+00,2.411009650510673175e-01,4.350440678534578942e-01,7.008054122362853411e-01,6.859124112276110408e-01
8.000000000000000000e+00,5.871880688082317112e-01,7.677411982046248307e-01,2.182167861067756953e-01,4.459354699787163590e-01
9.000000000000000000e+00,8.708690318345584103e-02,6.437818340969302389e-01,2.005916968723872318e-01,4.210512631180309828e-01
1.000000000000000000e+01,1.476990315636378115e-01,9.064122344587304259e-01,2.753059174238149942e-01,6.670612060447113079e-01
1.100000000000000000e+01,3.467395282385832278e-01,7.227549446376901887e-01,1.873255046553547742e-01,6.113169415345239832e-01
1.200000000000000000e+01,6.984214960833641239e-01,8.927813681566210136e-01,5.467349087130679575e-01,6.529361212471989084e-01
1.300000000000000000e+01,8.199840613257803890e-01,5.542307124417045205e-01,1.380969706934793706e-01,3.905265710398454493e-01
1.400000000000000000e+01,7.025861384034028101e-02,9.875651931332577460e-01,4.176805972824374491e-01,4.981937315494923690e-01
1.500000000000000000e+01,8.517511510724127266e-01,2.534011526252227253e-01,1.822659999142606235e-02,6.490795649124946332e-01
1.600000000000000000e+01,5.410546658396098163e-02,6.945912633975943606e-01,1.194876309343636811e-01,8.095362910309418236e-01
1.700000000000000000e+01,7.901064395899952686e-01,2.834747866179250786e-01,7.473228219583514242e-01,9.979482448447074550e-01
1.800000000000000000e+01,1.598795601182473047e-01,5.073398583975954335e-01,2.049219295369788738e-02,4.815646055927472191e-01
1.900000000000000000e+01,8.282664060760325242e-01,5.701144741309803754e-01,1.665374007465217632e-01,3.321355395985972070e-01
2.000000000000000000e+01,7.806362323968534245e-01,7.066300140967326504e-01,8.507717617955254941e-01,7.220968068885814661e-01
2.100000000000000000e+01,4.354401337643185599e-01,9.996644409382803298e-01,6.680597706888181664e-01,6.852469861832358733e-01
2.200000000000000000e+01,9.997980401114443527e-01,5.939113255815062775e-01,1.584273898096885402e-01,2.388078972783942711e-01
2.300000000000000000e+01,6.089656869464644684e-01,6.594735968752851729e-01,1.791432948397302383e-01,4.465829518235974738e-01
2.400000000000000000e+01,1.966491073805456402e-01,9.788286919416835374e-01,4.987384672827689935e-01,3.934232094936900292e-01
2.500000000000000000e+01,7.650885665491855558e-01,9.988569386972336872e-01,6.807005327981682230e-01,7.384201193436608079e-01
2.600000000000000000e+01,3.389349058786803592e-01,4.263068622432993338e-01,8.144783286605212780e-01,9.145174115316230257e-01
2.700000000000000000e+01,5.322548672460181152e-01,9.963371103998408529e-01,4.489627568253209411e-01,9.253453584675449539e-01
2.800000000000000000e+01,4.818830419120561648e-01,9.974415434431982419e-01,4.795907244886623011e-01,7.837397165885392480e-01
2.900000000000000000e+01,3.963814301070847645e-01,4.341888615874030244e-02,3.580842018148788775e-03,5.028543602913654320e-01
